Location,Latitude,Longitude,Year,Magnitude
Rajasthan,27.0238,74.2179,2007,9.6
Tamil Nadu,13.0827,80.2707,2018,2.2
Jharkhand,23.6102,85.2799,2018,2.4
Himachal Pradesh,31.1048,77.1734,2011,2.8
Chhattisgarh,21.2787,81.8661,2011,4.9
Gujarat,22.2587,71.1924,2007,6.0
Punjab,31.1471,75.3412,2005,4.9
Uttar Pradesh,26.8467,80.9462,2006,7.9
Assam,26.2006,92.9376,2014,5.8
Maharashtra,19.7515,75.7139,2023,7.2
Punjab,31.1471,75.3412,2008,6.4
Odisha,20.9517,85.0985,2018,8.4
Chhattisgarh,21.2787,81.8661,2004,8.5
Punjab,31.1471,75.3412,2022,4.4
Uttarakhand,30.0668,79.0193,2018,4.5
Uttar Pradesh,26.8467,80.9462,2021,4.9
Punjab,31.1471,75.3412,2016,9.9
Tamil Nadu,13.0827,80.2707,2021,7.2
West Bengal,22.9868,87.855,2024,2.6
Uttarakhand,30.0668,79.0193,2004,9.6
Uttarakhand,30.0668,79.0193,2012,9.3
Chhattisgarh,21.2787,81.8661,2011,2.8
Andhra Pradesh,15.9129,79.74,2014,7.0
West Bengal,22.9868,87.855,2019,1.7
Bihar,25.0961,85.3131,2014,7.4
West Bengal,22.9868,87.855,2023,5.6
Maharashtra,19.7515,75.7139,2022,7.9
Himachal Pradesh,31.1048,77.1734,2017,8.8
West Bengal,22.9868,87.855,2006,2.4
Punjab,31.1471,75.3412,2009,4.2
Kerala,10.8505,76.2711,2014,6.1
Chhattisgarh,21.2787,81.8661,2022,9.2
Jharkhand,23.6102,85.2799,2005,6.3
Jharkhand,23.6102,85.2799,2005,6.7
Odisha,20.9517,85.0985,2006,6.2
Uttar Pradesh,26.8467,80.9462,2014,5.0
Kerala,10.8505,76.2711,2020,5.8
Gujarat,22.2587,71.1924,2014,3.9
Maharashtra,19.7515,75.7139,2024,3.2
Tamil Nadu,13.0827,80.2707,2009,1.7
Tamil Nadu,13.0827,80.2707,2022,6.3
Karnataka,15.3173,75.7139,2018,7.2
Bihar,25.0961,85.3131,2024,5.8
Maharashtra,19.7515,75.7139,2014,6.8
Odisha,20.9517,85.0985,2024,4.8
Odisha,20.9517,85.0985,2017,7.0
Uttarakhand,30.0668,79.0193,2016,8.5
Himachal Pradesh,31.1048,77.1734,2022,7.6
Tamil Nadu,13.0827,80.2707,2008,1.6
Tamil Nadu,13.0827,80.2707,2015,6.7
Maharashtra,19.7515,75.7139,2006,4.8
Karnataka,15.3173,75.7139,2005,3.9
Chhattisgarh,21.2787,81.8661,2006,6.9
Punjab,31.1471,75.3412,2008,4.8
Jharkhand,23.6102,85.2799,2009,1.7
Punjab,31.1471,75.3412,2014,6.2
Odisha,20.9517,85.0985,2013,7.8
West Bengal,22.9868,87.855,2006,4.0
West Bengal,22.9868,87.855,2018,7.8
Bihar,25.0961,85.3131,2005,5.8
Odisha,20.9517,85.0985,2013,2.9
West Bengal,22.9868,87.855,2005,5.4
Andhra Pradesh,15.9129,79.74,2015,8.2
Jharkhand,23.6102,85.2799,2010,6.5
Odisha,20.9517,85.0985,2020,8.4
Himachal Pradesh,31.1048,77.1734,2019,3.9
Gujarat,22.2587,71.1924,2019,2.9
Uttarakhand,30.0668,79.0193,2005,4.2
Bihar,25.0961,85.3131,2016,6.5
Jharkhand,23.6102,85.2799,2012,6.5
Odisha,20.9517,85.0985,2021,9.3
Andhra Pradesh,15.9129,79.74,2015,1.3
Punjab,31.1471,75.3412,2008,9.8
Jharkhand,23.6102,85.2799,2022,9.1
Uttarakhand,30.0668,79.0193,2018,6.2
Chhattisgarh,21.2787,81.8661,2011,4.5
Bihar,25.0961,85.3131,2004,5.0
Himachal Pradesh,31.1048,77.1734,2022,4.9
Maharashtra,19.7515,75.7139,2012,1.8
Assam,26.2006,92.9376,2021,6.6
Rajasthan,27.0238,74.2179,2014,1.7
Jharkhand,23.6102,85.2799,2009,8.5
Karnataka,15.3173,75.7139,2009,6.0
Maharashtra,19.7515,75.7139,2017,1.5
Madhya Pradesh,23.2599,77.4126,2018,2.8
Uttar Pradesh,26.8467,80.9462,2009,4.8
Uttarakhand,30.0668,79.0193,2006,9.8
Assam,26.2006,92.9376,2022,5.1
Bihar,25.0961,85.3131,2015,7.1
Karnataka,15.3173,75.7139,2004,3.8
Kerala,10.8505,76.2711,2005,4.1
Bihar,25.0961,85.3131,2014,8.0
Andhra Pradesh,15.9129,79.74,2022,9.6
Bihar,25.0961,85.3131,2016,2.9
Uttarakhand,30.0668,79.0193,2011,7.9
Chhattisgarh,21.2787,81.8661,2015,5.8
Rajasthan,27.0238,74.2179,2022,6.6
Himachal Pradesh,31.1048,77.1734,2016,1.5
Himachal Pradesh,31.1048,77.1734,2015,8.7
Kerala,10.8505,76.2711,2004,3.6
Punjab,31.1471,75.3412,2009,3.1
Uttarakhand,30.0668,79.0193,2016,1.4
West Bengal,22.9868,87.855,2008,7.6
Uttar Pradesh,26.8467,80.9462,2022,9.3
Tamil Nadu,13.0827,80.2707,2022,5.0
Kerala,10.8505,76.2711,2009,7.2
Punjab,31.1471,75.3412,2021,4.0
Punjab,31.1471,75.3412,2005,7.6
Rajasthan,27.0238,74.2179,2007,7.4
Punjab,31.1471,75.3412,2016,3.1
Assam,26.2006,92.9376,2015,1.6
Andhra Pradesh,15.9129,79.74,2015,4.8
Odisha,20.9517,85.0985,2012,5.5
Uttar Pradesh,26.8467,80.9462,2009,4.0
West Bengal,22.9868,87.855,2019,3.1
Chhattisgarh,21.2787,81.8661,2020,3.8
Punjab,31.1471,75.3412,2006,2.8
Bihar,25.0961,85.3131,2013,4.6
Bihar,25.0961,85.3131,2015,2.7
Chhattisgarh,21.2787,81.8661,2006,7.6
Uttarakhand,30.0668,79.0193,2023,5.6
Uttar Pradesh,26.8467,80.9462,2014,6.2
Tamil Nadu,13.0827,80.2707,2018,9.5
Punjab,31.1471,75.3412,2012,7.3
Karnataka,15.3173,75.7139,2012,2.6
West Bengal,22.9868,87.855,2018,9.3
Karnataka,15.3173,75.7139,2017,4.0
Punjab,31.1471,75.3412,2016,9.7
Uttar Pradesh,26.8467,80.9462,2018,1.6
Gujarat,22.2587,71.1924,2018,9.5
Chhattisgarh,21.2787,81.8661,2005,5.8
West Bengal,22.9868,87.855,2006,2.3
Madhya Pradesh,23.2599,77.4126,2016,7.9
Uttar Pradesh,26.8467,80.9462,2024,4.5
Uttar Pradesh,26.8467,80.9462,2024,5.5
Punjab,31.1471,75.3412,2008,4.7
Karnataka,15.3173,75.7139,2019,5.6
Punjab,31.1471,75.3412,2012,5.5
Uttar Pradesh,26.8467,80.9462,2024,7.4
Assam,26.2006,92.9376,2019,8.6
Assam,26.2006,92.9376,2013,3.6
Assam,26.2006,92.9376,2020,6.2
Madhya Pradesh,23.2599,77.4126,2021,8.7
Uttar Pradesh,26.8467,80.9462,2013,6.2
Odisha,20.9517,85.0985,2009,1.5
Madhya Pradesh,23.2599,77.4126,2016,7.8
Kerala,10.8505,76.2711,2017,2.4
Bihar,25.0961,85.3131,2007,3.2
Uttarakhand,30.0668,79.0193,2018,2.3
Maharashtra,19.7515,75.7139,2021,6.4
Uttarakhand,30.0668,79.0193,2021,2.8
Odisha,20.9517,85.0985,2024,3.6
Uttarakhand,30.0668,79.0193,2021,3.3
Kerala,10.8505,76.2711,2005,2.6
West Bengal,22.9868,87.855,2015,6.8
West Bengal,22.9868,87.855,2014,1.7
Jharkhand,23.6102,85.2799,2022,3.1
Madhya Pradesh,23.2599,77.4126,2013,9.5
Rajasthan,27.0238,74.2179,2018,9.5
Madhya Pradesh,23.2599,77.4126,2005,5.8
Bihar,25.0961,85.3131,2008,3.7
Madhya Pradesh,23.2599,77.4126,2015,6.5
Himachal Pradesh,31.1048,77.1734,2022,5.7
Assam,26.2006,92.9376,2011,1.7
Chhattisgarh,21.2787,81.8661,2008,8.1
Bihar,25.0961,85.3131,2012,9.1
Jharkhand,23.6102,85.2799,2016,8.5
Uttarakhand,30.0668,79.0193,2009,4.3
Tamil Nadu,13.0827,80.2707,2005,5.0
Madhya Pradesh,23.2599,77.4126,2009,5.6
West Bengal,22.9868,87.855,2008,5.3
Rajasthan,27.0238,74.2179,2022,1.7
Karnataka,15.3173,75.7139,2020,4.8
Odisha,20.9517,85.0985,2018,7.0
Tamil Nadu,13.0827,80.2707,2009,1.7
Maharashtra,19.7515,75.7139,2017,2.4
West Bengal,22.9868,87.855,2018,4.4
Assam,26.2006,92.9376,2019,1.4
Tamil Nadu,13.0827,80.2707,2015,6.3
Jharkhand,23.6102,85.2799,2010,3.9
Karnataka,15.3173,75.7139,2012,1.4
Kerala,10.8505,76.2711,2010,2.7
Himachal Pradesh,31.1048,77.1734,2012,3.6
West Bengal,22.9868,87.855,2024,1.3
Punjab,31.1471,75.3412,2021,7.8
Kerala,10.8505,76.2711,2016,5.4
Jharkhand,23.6102,85.2799,2006,8.1
Tamil Nadu,13.0827,80.2707,2014,5.7
Uttar Pradesh,26.8467,80.9462,2007,4.7
Punjab,31.1471,75.3412,2018,4.3
Karnataka,15.3173,75.7139,2018,1.2
West Bengal,22.9868,87.855,2020,4.8
Tamil Nadu,13.0827,80.2707,2017,6.3
Tamil Nadu,13.0827,80.2707,2008,3.2
Maharashtra,19.7515,75.7139,2007,3.9
West Bengal,22.9868,87.855,2022,3.5
Kerala,10.8505,76.2711,2013,9.2
West Bengal,22.9868,87.855,2021,6.2
Rajasthan,27.0238,74.2179,2011,5.9
Uttar Pradesh,26.8467,80.9462,2015,9.2
Assam,26.2006,92.9376,2024,9.4
Maharashtra,19.7515,75.7139,2019,7.0
Jharkhand,23.6102,85.2799,2012,8.5
Tamil Nadu,13.0827,80.2707,2018,7.3
Assam,26.2006,92.9376,2009,4.9
Uttar Pradesh,26.8467,80.9462,2015,5.7
Maharashtra,19.7515,75.7139,2008,5.4
Rajasthan,27.0238,74.2179,2022,6.0
Himachal Pradesh,31.1048,77.1734,2006,4.8
Rajasthan,27.0238,74.2179,2015,8.9
Bihar,25.0961,85.3131,2015,9.2
Jharkhand,23.6102,85.2799,2024,2.3
Madhya Pradesh,23.2599,77.4126,2022,6.6
Karnataka,15.3173,75.7139,2004,7.7
Bihar,25.0961,85.3131,2019,7.9
Uttarakhand,30.0668,79.0193,2019,1.1
Bihar,25.0961,85.3131,2023,1.2
Maharashtra,19.7515,75.7139,2018,6.0
Bihar,25.0961,85.3131,2017,7.4
Bihar,25.0961,85.3131,2007,8.9
Madhya Pradesh,23.2599,77.4126,2014,8.0
Himachal Pradesh,31.1048,77.1734,2024,9.2
Rajasthan,27.0238,74.2179,2017,4.1
Karnataka,15.3173,75.7139,2022,7.1
Andhra Pradesh,15.9129,79.74,2013,3.6
Andhra Pradesh,15.9129,79.74,2004,4.6
Rajasthan,27.0238,74.2179,2020,8.2
Odisha,20.9517,85.0985,2022,2.7
Chhattisgarh,21.2787,81.8661,2012,6.8
Chhattisgarh,21.2787,81.8661,2013,6.7
Kerala,10.8505,76.2711,2010,2.8
Tamil Nadu,13.0827,80.2707,2021,1.8
Chhattisgarh,21.2787,81.8661,2016,1.7
Himachal Pradesh,31.1048,77.1734,2006,6.8
Assam,26.2006,92.9376,2012,9.5
Bihar,25.0961,85.3131,2016,5.6
Bihar,25.0961,85.3131,2014,5.9
Bihar,25.0961,85.3131,2021,7.5
Punjab,31.1471,75.3412,2013,9.9
Andhra Pradesh,15.9129,79.74,2013,2.8
Assam,26.2006,92.9376,2020,4.8
Rajasthan,27.0238,74.2179,2023,7.8
Chhattisgarh,21.2787,81.8661,2020,4.6
Odisha,20.9517,85.0985,2015,9.8
Punjab,31.1471,75.3412,2013,8.2
Punjab,31.1471,75.3412,2013,8.9
Madhya Pradesh,23.2599,77.4126,2022,3.2
Himachal Pradesh,31.1048,77.1734,2021,2.7
Karnataka,15.3173,75.7139,2006,3.1
Uttarakhand,30.0668,79.0193,2022,6.6
Karnataka,15.3173,75.7139,2017,5.7
Tamil Nadu,13.0827,80.2707,2019,5.7
Madhya Pradesh,23.2599,77.4126,2004,3.9
Jharkhand,23.6102,85.2799,2020,6.8
Kerala,10.8505,76.2711,2019,3.8
Karnataka,15.3173,75.7139,2019,8.4
Bihar,25.0961,85.3131,2018,6.7
Odisha,20.9517,85.0985,2010,6.8
Uttar Pradesh,26.8467,80.9462,2009,5.9
Punjab,31.1471,75.3412,2012,6.0
Madhya Pradesh,23.2599,77.4126,2024,4.6
Karnataka,15.3173,75.7139,2009,2.7
Rajasthan,27.0238,74.2179,2018,8.2
Madhya Pradesh,23.2599,77.4126,2011,9.5
Uttar Pradesh,26.8467,80.9462,2005,4.9
Maharashtra,19.7515,75.7139,2018,6.9
Kerala,10.8505,76.2711,2018,8.0
Karnataka,15.3173,75.7139,2017,4.1
Chhattisgarh,21.2787,81.8661,2011,5.0
Odisha,20.9517,85.0985,2023,1.3
Karnataka,15.3173,75.7139,2014,5.9
West Bengal,22.9868,87.855,2020,7.3
Jharkhand,23.6102,85.2799,2010,1.0
Uttar Pradesh,26.8467,80.9462,2011,6.3
Andhra Pradesh,15.9129,79.74,2016,3.9
Tamil Nadu,13.0827,80.2707,2006,8.8
Gujarat,22.2587,71.1924,2011,5.1
Gujarat,22.2587,71.1924,2015,6.8
Madhya Pradesh,23.2599,77.4126,2011,9.3
Uttarakhand,30.0668,79.0193,2009,4.9
Himachal Pradesh,31.1048,77.1734,2024,8.9
Jharkhand,23.6102,85.2799,2018,5.4
Maharashtra,19.7515,75.7139,2014,1.4
Karnataka,15.3173,75.7139,2007,2.2
Uttarakhand,30.0668,79.0193,2005,8.0
Maharashtra,19.7515,75.7139,2018,1.3
Punjab,31.1471,75.3412,2009,9.5
West Bengal,22.9868,87.855,2004,3.7
Gujarat,22.2587,71.1924,2010,3.0
Gujarat,22.2587,71.1924,2006,6.2
West Bengal,22.9868,87.855,2011,6.6
Gujarat,22.2587,71.1924,2018,6.6
Chhattisgarh,21.2787,81.8661,2015,4.9
Jharkhand,23.6102,85.2799,2009,8.4
Karnataka,15.3173,75.7139,2011,9.0
Karnataka,15.3173,75.7139,2007,6.5
Maharashtra,19.7515,75.7139,2024,3.1
Jharkhand,23.6102,85.2799,2010,9.1
Rajasthan,27.0238,74.2179,2021,6.2
Himachal Pradesh,31.1048,77.1734,2017,7.6
West Bengal,22.9868,87.855,2013,4.7
Uttarakhand,30.0668,79.0193,2023,4.6
Bihar,25.0961,85.3131,2009,3.5
Bihar,25.0961,85.3131,2004,2.6
West Bengal,22.9868,87.855,2005,4.5
Uttar Pradesh,26.8467,80.9462,2023,6.3
Gujarat,22.2587,71.1924,2016,4.6
Assam,26.2006,92.9376,2012,9.3
Gujarat,22.2587,71.1924,2007,7.0
Maharashtra,19.7515,75.7139,2008,4.2
Uttarakhand,30.0668,79.0193,2015,3.3
Madhya Pradesh,23.2599,77.4126,2010,1.7
Punjab,31.1471,75.3412,2016,6.0
Maharashtra,19.7515,75.7139,2016,7.4
Bihar,25.0961,85.3131,2017,9.1
Assam,26.2006,92.9376,2006,3.4
Andhra Pradesh,15.9129,79.74,2008,5.1
Uttar Pradesh,26.8467,80.9462,2019,5.7
Kerala,10.8505,76.2711,2022,7.9
West Bengal,22.9868,87.855,2010,5.4
Uttar Pradesh,26.8467,80.9462,2009,9.1
Uttar Pradesh,26.8467,80.9462,2013,6.3
Assam,26.2006,92.9376,2006,2.7
Bihar,25.0961,85.3131,2011,8.4
Gujarat,22.2587,71.1924,2012,7.5
Uttar Pradesh,26.8467,80.9462,2020,1.2
Gujarat,22.2587,71.1924,2023,2.2
Karnataka,15.3173,75.7139,2016,1.7
Chhattisgarh,21.2787,81.8661,2012,4.8
West Bengal,22.9868,87.855,2012,5.3
Uttar Pradesh,26.8467,80.9462,2012,2.9
Rajasthan,27.0238,74.2179,2022,1.9
Karnataka,15.3173,75.7139,2007,1.7
Bihar,25.0961,85.3131,2007,8.1
Kerala,10.8505,76.2711,2005,4.4
Himachal Pradesh,31.1048,77.1734,2021,7.2
Madhya Pradesh,23.2599,77.4126,2024,2.4
Chhattisgarh,21.2787,81.8661,2020,4.2
Kerala,10.8505,76.2711,2007,7.7
Maharashtra,19.7515,75.7139,2010,5.5
Madhya Pradesh,23.2599,77.4126,2016,8.6
Andhra Pradesh,15.9129,79.74,2011,5.6
Madhya Pradesh,23.2599,77.4126,2008,2.0
Jharkhand,23.6102,85.2799,2018,6.1
Bihar,25.0961,85.3131,2010,4.9
Uttarakhand,30.0668,79.0193,2013,9.6
Chhattisgarh,21.2787,81.8661,2014,1.8
Chhattisgarh,21.2787,81.8661,2009,7.1
Bihar,25.0961,85.3131,2023,8.9
Uttarakhand,30.0668,79.0193,2009,9.4
Jharkhand,23.6102,85.2799,2016,4.7
Assam,26.2006,92.9376,2007,1.6
Tamil Nadu,13.0827,80.2707,2023,6.9
Kerala,10.8505,76.2711,2009,7.8
Chhattisgarh,21.2787,81.8661,2024,6.8
Tamil Nadu,13.0827,80.2707,2024,5.3
Karnataka,15.3173,75.7139,2006,7.1
Himachal Pradesh,31.1048,77.1734,2006,8.9
Chhattisgarh,21.2787,81.8661,2019,6.0
Assam,26.2006,92.9376,2023,3.1
Maharashtra,19.7515,75.7139,2018,8.9
Himachal Pradesh,31.1048,77.1734,2019,2.3
West Bengal,22.9868,87.855,2007,3.3
Assam,26.2006,92.9376,2015,1.5
Uttarakhand,30.0668,79.0193,2014,2.6
Karnataka,15.3173,75.7139,2023,5.6
Uttar Pradesh,26.8467,80.9462,2020,5.9
Kerala,10.8505,76.2711,2019,4.9
West Bengal,22.9868,87.855,2010,3.0
Madhya Pradesh,23.2599,77.4126,2016,3.3
West Bengal,22.9868,87.855,2021,1.5
Karnataka,15.3173,75.7139,2007,7.6
Jharkhand,23.6102,85.2799,2013,3.2
Himachal Pradesh,31.1048,77.1734,2024,3.5
Uttar Pradesh,26.8467,80.9462,2004,7.3
Bihar,25.0961,85.3131,2015,4.0
Kerala,10.8505,76.2711,2020,6.5
Bihar,25.0961,85.3131,2020,5.2
Assam,26.2006,92.9376,2007,8.7
Uttar Pradesh,26.8467,80.9462,2024,1.5
Bihar,25.0961,85.3131,2006,3.3
Chhattisgarh,21.2787,81.8661,2013,9.4
Madhya Pradesh,23.2599,77.4126,2008,6.9
Odisha,20.9517,85.0985,2005,3.9
Gujarat,22.2587,71.1924,2010,1.4
Maharashtra,19.7515,75.7139,2008,3.8
Uttar Pradesh,26.8467,80.9462,2021,1.3
Uttarakhand,30.0668,79.0193,2020,7.9
Punjab,31.1471,75.3412,2022,7.4
Jharkhand,23.6102,85.2799,2010,5.6
Jharkhand,23.6102,85.2799,2012,4.5
Karnataka,15.3173,75.7139,2021,6.0
Kerala,10.8505,76.2711,2011,5.1
Karnataka,15.3173,75.7139,2016,1.8
Himachal Pradesh,31.1048,77.1734,2012,5.3
Bihar,25.0961,85.3131,2009,1.8
Rajasthan,27.0238,74.2179,2007,4.0
Chhattisgarh,21.2787,81.8661,2008,5.4
Assam,26.2006,92.9376,2016,1.5
Himachal Pradesh,31.1048,77.1734,2006,3.2
Maharashtra,19.7515,75.7139,2012,2.6
Odisha,20.9517,85.0985,2004,7.9
Andhra Pradesh,15.9129,79.74,2020,2.3
Maharashtra,19.7515,75.7139,2006,3.6
Andhra Pradesh,15.9129,79.74,2009,2.4
Himachal Pradesh,31.1048,77.1734,2014,9.2
Punjab,31.1471,75.3412,2007,9.8
Assam,26.2006,92.9376,2012,1.6
Karnataka,15.3173,75.7139,2015,6.3
Andhra Pradesh,15.9129,79.74,2018,9.0
Punjab,31.1471,75.3412,2022,2.6
Assam,26.2006,92.9376,2005,1.7
Madhya Pradesh,23.2599,77.4126,2007,6.5
Odisha,20.9517,85.0985,2019,6.1
Uttar Pradesh,26.8467,80.9462,2010,3.1
Uttar Pradesh,26.8467,80.9462,2021,3.6
Chhattisgarh,21.2787,81.8661,2010,9.5
Karnataka,15.3173,75.7139,2009,2.8
Bihar,25.0961,85.3131,2016,4.2
Uttar Pradesh,26.8467,80.9462,2014,6.0
Maharashtra,19.7515,75.7139,2021,9.8
Andhra Pradesh,15.9129,79.74,2016,3.4
Odisha,20.9517,85.0985,2005,6.4
Rajasthan,27.0238,74.2179,2007,1.9
Odisha,20.9517,85.0985,2022,8.5
Tamil Nadu,13.0827,80.2707,2014,5.3
Maharashtra,19.7515,75.7139,2016,4.7
Karnataka,15.3173,75.7139,2011,1.1
Uttarakhand,30.0668,79.0193,2007,6.1
Jharkhand,23.6102,85.2799,2005,8.6
Andhra Pradesh,15.9129,79.74,2012,6.4
Madhya Pradesh,23.2599,77.4126,2006,4.3
Chhattisgarh,21.2787,81.8661,2008,3.4
Maharashtra,19.7515,75.7139,2005,4.9
Jharkhand,23.6102,85.2799,2006,7.9
Gujarat,22.2587,71.1924,2016,3.8
Jharkhand,23.6102,85.2799,2020,8.1
Tamil Nadu,13.0827,80.2707,2020,9.3
Andhra Pradesh,15.9129,79.74,2004,8.8
Uttarakhand,30.0668,79.0193,2013,5.2
Jharkhand,23.6102,85.2799,2008,9.4
Gujarat,22.2587,71.1924,2012,7.9
Bihar,25.0961,85.3131,2024,5.4
Karnataka,15.3173,75.7139,2007,4.2
Gujarat,22.2587,71.1924,2005,1.9
Tamil Nadu,13.0827,80.2707,2021,8.5
Andhra Pradesh,15.9129,79.74,2022,9.7
Chhattisgarh,21.2787,81.8661,2011,2.6
Gujarat,22.2587,71.1924,2020,8.6
Uttarakhand,30.0668,79.0193,2010,6.0
Andhra Pradesh,15.9129,79.74,2017,3.2
Kerala,10.8505,76.2711,2011,1.1
Uttar Pradesh,26.8467,80.9462,2016,4.0
Karnataka,15.3173,75.7139,2019,2.0
Assam,26.2006,92.9376,2004,10.0
Maharashtra,19.7515,75.7139,2007,9.9
Kerala,10.8505,76.2711,2008,6.4
Andhra Pradesh,15.9129,79.74,2013,7.0
Uttarakhand,30.0668,79.0193,2024,1.8
Bihar,25.0961,85.3131,2021,7.3
Gujarat,22.2587,71.1924,2019,8.1
Assam,26.2006,92.9376,2014,9.1
Uttar Pradesh,26.8467,80.9462,2017,1.9
Uttar Pradesh,26.8467,80.9462,2019,4.0
Andhra Pradesh,15.9129,79.74,2021,6.2
Uttar Pradesh,26.8467,80.9462,2018,5.1
Kerala,10.8505,76.2711,2006,3.1
Karnataka,15.3173,75.7139,2005,4.0
Gujarat,22.2587,71.1924,2017,8.7
Punjab,31.1471,75.3412,2006,5.2
Madhya Pradesh,23.2599,77.4126,2017,9.1
Chhattisgarh,21.2787,81.8661,2009,6.0
Maharashtra,19.7515,75.7139,2010,9.8
Tamil Nadu,13.0827,80.2707,2021,8.4
Rajasthan,27.0238,74.2179,2014,4.8
Uttarakhand,30.0668,79.0193,2015,7.1
Maharashtra,19.7515,75.7139,2023,5.2
Karnataka,15.3173,75.7139,2022,2.2
Himachal Pradesh,31.1048,77.1734,2005,3.8
Andhra Pradesh,15.9129,79.74,2016,3.2
Jharkhand,23.6102,85.2799,2011,6.1
Maharashtra,19.7515,75.7139,2016,1.8
West Bengal,22.9868,87.855,2010,4.6
Bihar,25.0961,85.3131,2016,1.1
Uttarakhand,30.0668,79.0193,2011,5.9
Gujarat,22.2587,71.1924,2017,8.6
Maharashtra,19.7515,75.7139,2008,8.0
Andhra Pradesh,15.9129,79.74,2018,2.5
Assam,26.2006,92.9376,2009,2.7
Odisha,20.9517,85.0985,2022,7.4
Jharkhand,23.6102,85.2799,2007,9.8
Kerala,10.8505,76.2711,2015,2.9
Madhya Pradesh,23.2599,77.4126,2007,6.1
Gujarat,22.2587,71.1924,2007,1.1
Uttarakhand,30.0668,79.0193,2021,7.2
Uttarakhand,30.0668,79.0193,2018,7.3
Punjab,31.1471,75.3412,2006,7.1
Uttarakhand,30.0668,79.0193,2019,8.9
Uttarakhand,30.0668,79.0193,2017,2.0
Bihar,25.0961,85.3131,2013,9.9
Maharashtra,19.7515,75.7139,2004,2.7
Chhattisgarh,21.2787,81.8661,2016,4.5
Andhra Pradesh,15.9129,79.74,2012,6.7
Uttar Pradesh,26.8467,80.9462,2018,3.1
Punjab,31.1471,75.3412,2016,5.7
Punjab,31.1471,75.3412,2023,6.6
Jharkhand,23.6102,85.2799,2009,6.8
Andhra Pradesh,15.9129,79.74,2011,2.2
Uttarakhand,30.0668,79.0193,2007,7.8
Gujarat,22.2587,71.1924,2024,4.4
Karnataka,15.3173,75.7139,2008,8.8
Himachal Pradesh,31.1048,77.1734,2023,2.6
Uttarakhand,30.0668,79.0193,2023,7.0
Odisha,20.9517,85.0985,2011,2.7
Maharashtra,19.7515,75.7139,2008,8.1
West Bengal,22.9868,87.855,2019,6.3
Chhattisgarh,21.2787,81.8661,2009,9.5
Karnataka,15.3173,75.7139,2024,4.0
Chhattisgarh,21.2787,81.8661,2023,8.2
Gujarat,22.2587,71.1924,2009,8.5
Chhattisgarh,21.2787,81.8661,2012,7.9
Gujarat,22.2587,71.1924,2004,8.9
Kerala,10.8505,76.2711,2023,9.3
Maharashtra,19.7515,75.7139,2024,8.3
Bihar,25.0961,85.3131,2010,9.9
Punjab,31.1471,75.3412,2005,3.6
Karnataka,15.3173,75.7139,2013,5.7
Chhattisgarh,21.2787,81.8661,2020,8.3
Rajasthan,27.0238,74.2179,2005,6.3
Punjab,31.1471,75.3412,2006,8.4
